FILMID,COMPANYID
434245,93035
38757,6125
38757,2
225886,1423
225886,34034
225886,2531
225886,34
131634,1632
131634,5420
131634,264
653904,521
137113,41624
137113,79
137113,6687
137113,787
137113,174
38365,5
38365,7295
38365,2608
38365,34
507086,56
507086,33
507086,923
507086,10338
653615,74390
653615,48389
653615,5056
653615,50079
653615,25954
653615,73882
1724,420
1724,33
280,275
280,559
280,694
480414,76907
480414,12
587065,50163
587065,50164
184345,10427
184345,7625
419479,4022
419479,17866
419479,12
503919,41077
503919,30666
503919,10104
503919,6531
503919,41641
554908,7036
554908,20277
473149,102809
473149,1632
507569,13113
274862,2723
274862,77973
274862,829
274862,25120
274862,4081
204082,10427
204082,1020
368065,78385
686142,122756
93456,6704
93456,33
487674,133472
487674,133473
49013,3
49013,2
525554,12648
525554,112251
525554,19037
525554,114796
525554,23283
525554,92187
525554,792
525554,104
525554,10611
525554,114798
525554,114799
525554,114800
525554,12352
525554,91532
537056,9993
537056,2785
537056,429
556678,10163
556678,10146
556678,10338
556678,2376
39538,6735
39538,6736
39538,215
39538,508
39538,174
262504,10227
262504,491
262504,1632
262504,14440
39107,5822
39107,24051
39107,5542
207703,22213
207703,5374
207703,78995
207703,25
207703,2265
11932,33
11932,5550
399361,507
39108,5822
39108,24051
39108,5542
206647,10761
206647,69434
206647,5
206647,21
206647,7576
206647,34
346672,126
346672,3287
346672,7738
449443,2995
449443,103330
449443,103331
449443,100033
43947,5860
43947,10399
586347,87009
586347,3546
9902,53350
9902,491
9902,506
9902,508
9902,5755
9902,24211
9902,24212
10144,2
10144,10282
23823,47
23823,3635
23823,491
482273,31835
482273,21
482273,134559
245891,491
245891,23008
245891,36259
245891,36433
245891,174
157350,491
157350,14440
12242,3475
12242,29070
153518,5
153518,18642
153518,91920
153518,34
515001,43
515001,6510
515001,76342
305470,1632
305470,11305
624963,2364
624963,10221
9378,1786
9378,23503
9378,5
9378,174
9378,34
604,79
604,1885
604,172
604,174
570670,3172
570670,33
570670,6748
570670,107787
570670,7584
570670,120407
570670,136591
257445,333
257445,30246
257445,34
238,4
238,10211
1091,33
1091,662
430155,29924
430155,76049
430155,54307
430155,87064
430155,76352
430155,131715
430155,3419
403300,264
403300,117268
403300,43
403300,451
9728,7513
9728,4
9728,16779
556574,2
556574,136122
556574,89394
398978,11391
398978,23243
398978,8880
228161,521
442065,22564
460321,44241
460321,113636
460321,22309
460321,114481
460321,9987
460321,114482
460321,36109
460321,20782
665251,130336
6479,79
6479,433
6479,333
6479,174
6479,437
6479,907
4935,1779
4935,115689
4935,11847
4935,2752
4935,11200
4935,6755
4935,882
4935,1778
4935,10342
63311,49
63311,9335
63311,9974
63311,11427
63311,7493
63311,11898
63311,981
448776,90589
448776,43274
448776,90588
448776,19751
448776,103536
24752,5542
24752,5822
38234,50457
38234,925
1374,8880
1374,60
633163,91835
72545,10221
72545,12
72545,1836
664413,113069
664413,135466
664413,46346
664413,5622
476968,81520
476968,10156
476968,105388
553600,50908
553600,98032
553600,43363
553600,71963
278,97
13,4
105864,3
390043,48738
390043,41364
390043,94235
390043,74795
390043,82819
390043,1020
390043,23011
329865,7493
329865,32300
329865,7294
329865,88466
329865,2575
156022,41096
156022,5
156022,79
156022,1423
156022,34034
156022,2767
184315,4
184315,19648
184315,34081
184315,21
9730,93280
9730,4
9730,16779
109418,5
109418,2608
109418,34
591629,79279
591629,89630
454286,79986
857,4
857,56
857,762
857,7
857,1557
581997,2785
581997,9993
581997,4859
581997,429
374205,3341
374205,3964
374205,5542
374205,5822
863,3
810,521
810,520
588,559
588,341
588,342
588,55914
9373,10146
9373,12
9373,1633
9373,2481
9373,53404
9373,350
604578,63484
604578,118800
353491,2531
353491,23
353491,433
353491,5
353491,34
353491,10884
13186,491
13186,25
13186,47
517116,8000
517116,110723
517116,24049
1369,559
1369,275
527776,69411
420426,5896
420426,3627
15255,94362
15255,1020
517412,130321
517412,48738
517412,2828
517412,52738
517412,90907
517412,1020
546230,61037
593427,141590
593427,141591
590223,2575
590223,96540
590223,746
590223,13785
590223,4
369972,7
369972,12292
369972,33
369972,56
369972,109042
664297,105878
379291,429
379291,9993
379291,2785
645541,125862
613096,52867
613096,72862
613096,78983
424139,33
424139,3172
424139,15822
424139,20848
417384,81671
417384,101082
417384,8147
417384,5490
417384,124633
417384,5233
417384,124634
471474,2785
471474,9993
471474,429
399055,101082
399055,43
399055,81023
399055,22213
746605,140711
746605,140712
740996,89394
454458,47729
454458,122328
454458,99455
70981,444
70981,1645
70981,19747
70981,25
582596,2608
582596,72725
198184,5
198184,2531
198184,34034
198184,31076
198184,28788
198184,18209
198184,53638
198184,34
362585,6689
4247,10958
4247,1607
4247,1608
4247,7405
244786,2266
244786,3172
244786,32157
608649,119586
608649,1533
608649,24692
608649,2683
608649,18973
62177,3
241259,37455
241259,2
241259,16314
241259,598
241259,8601
401478,2365
401478,7188
401478,17009
522417,17009
335788,264
335788,6896
335788,78298
335788,243
335788,101526
335788,104
508442,2
508442,3
315837,93466
315837,4
315837,3407
315837,7294
315837,14439
315837,17449
315837,44311
315837,83645
315837,88981
315837,7
39101,5542
519473,43632
519473,11166
737568,111878
737568,48186
615,152
101,9
101,66743
582570,126633
341174,33
341174,10338
341174,11370
341174,1778
341174,3341
12,3
124905,41624
124905,882
124905,923
124905,10256
124905,174
560066,1353
560066,2785
8273,52942
8273,33
8273,7161
8273,3169
607,5
607,56
607,49325
331583,507
331583,1785
331583,45358
331583,1632
331583,24277
550,508
550,711
550,20555
550,54051
550,54052
550,25
550,4700
561,79
561,429
561,430
561,431
561,432
561,433
561,434
561,435
561,174
429422,13240
429422,59
429422,104213
429422,53152
429422,2253
14160,3
207768,10399
19908,11733
19908,5
19908,7295
19908,34
49018,11341
49018,2514
49018,7437
49018,21742
49018,34
49018,3172
375794,7570
375794,18788
375794,58399
375794,1088
375794,47
375794,90722
375794,133158
504982,97473
530382,84988
530382,7625
530382,21865
530382,2341
585077,11671
585077,29177
268531,521
449176,12292
449176,711
449176,88277
449176,25
449176,101832
1255,79498
1255,129499
1255,129502
1255,129503
1255,64099
1255,94908
1255,129504
1255,129505
1255,129506
1255,129507
1255,38369
1255,3520
1255,7036
332562,3528
332562,83035
332562,975
332562,83036
332562,171
332562,174
332562,81368
525661,91390
525661,3574
525661,13240
525661,13184
525661,53152
525661,1632
525661,100640
119450,22213
119450,7076
119450,290
1271,449
1271,923
1271,2994
1271,2995
1271,7636
1271,174
1271,9995
20352,6704
20352,33
534338,106405
534338,68117
534338,6831
390734,10038
390734,75080
390734,75081
390734,77884
491926,78486
491926,108573
491926,8186
491926,52066
491926,290
491926,76314
491926,134249
725239,83966
725239,138128
514999,19367
514999,1205
514999,102816
514999,2608
514999,3574
578,1865
578,33
663124,13404
109689,9967
11224,2
11224,3166
39104,5542
430040,100849
430040,21897
430040,56696
430040,100851
430040,2982
430040,56697
430040,107183
430040,110175
430040,9987
430040,32469
430040,5056
14001,23019
14001,33
14001,2061
426865,78611
10681,3
10681,2
618350,9993
618350,2785
654299,127029
654299,127030
512412,2912
512412,73685
512412,64099
512412,76991
512412,290
512412,109907
512412,1632
512412,36109
62214,8601
351819,10427
354556,94075
354556,9340
354556,87064
47933,25
47933,22213
47933,347
47933,86561
487670,9993
487670,2785
487670,429
200085,20695
200085,20696
34004,16100
1885,5
1885,7585
11470,12
11470,21783
11470,17611
9532,48772
9532,12
9532,3169
9806,3
9806,2
454467,2
36647,19551
36647,12
36647,421
36647,11321
552365,113970
552365,46212
552365,123060
407650,79454
712327,135088
283984,5887
283984,2883
605,79
605,172
605,174
605,1885
412157,5357
412157,5005
437109,96850
437109,20064
492188,437
355506,77486
355506,12671
355506,77487
9792,43
473033,23243
473033,94312
473033,258
473033,93105
473033,41077
157433,435
157433,6302
82675,6896
82675,6877
82675,1115
82675,10611
82675,25
82675,104
82675,444
82675,30619
82675,133824
82675,811
521777,17393
521777,16615
440472,1423
440472,116979
440472,308
347375,47729
347375,8537
347375,20153
347375,103673
572802,9993
572802,174
572802,429
572802,128064
254470,33
254470,12026
254470,12365
663,2061
663,1632
435615,164
435615,16853
435615,119056
435615,90733
351460,829
351460,2723
215,1053
215,2061
215,23019
215,64651
215,1632
9732,3475
9732,5391
469916,17982
469916,104371
469916,24637
544431,65906
544431,70784
632304,28286
632304,74006
1691,35
1691,3287
1691,1633
400157,2348
400157,24955
400157,5653
400157,4
32657,25
32657,436
32657,5219
32657,444
32657,711
424,33
424,56
71676,5
71676,6736
71676,7505
71676,13816
71676,20241
71676,11106
71676,11370
38575,2596
38575,5
38575,5635
38575,907
38575,34
22164,62556
22164,21899
307081,8151
307081,1423
307081,28438
307081,83838
513347,3756
513347,87874
487680,12
487680,13240
487680,429
487680,11370
112205,104
112205,6877
112205,6896
112205,7295
112205,22123
112205,31824
112205,356
165,33
165,56
165,20448
222935,22213
222935,711
222935,12292
556803,2090
406990,7561
406990,7460
406990,35916
406990,2902
406990,41813
406990,19037
406990,22127
13207,12
13207,4
109451,34
109451,5
109451,2251
634649,34
634649,420
634649,84041
634649,5
764,467
445030,3464
536115,20024
290764,41649
290764,76992
290764,82423
290764,12292
290764,41648
290764,191
326359,2
326359,6125
531454,4740
250546,76907
250546,12
250546,11565
250546,31375
250546,41624
58574,79
58574,1885
58574,2723
58574,23202
58574,174
407655,174
407655,773
62211,3
62211,2
375366,19638
375366,85169
375366,85170
375366,7281
375366,16877
14,2721
14,7
493922,24277
81188,521
459992,66534
459992,3574
459992,16615
459992,17393
452970,5542
6145,41359
6145,12
6145,97
6145,16946
2666,12
2666,908
357096,10399
39106,5822
39106,24051
39106,5542
170,284
652,174
652,81
652,7636
652,18990
652,19107
652,19108
680,14
680,59
680,216
812,2
44251,5822
44251,24051
44251,5542
9820,2
514593,3172
550201,86978
550201,120101
567973,117824
270303,52739
270303,8714
270303,26995
375848,3951
375848,108046
166666,5755
506680,17009
506680,52925
11187,33
53182,923
53182,2994
53182,2995
53182,7636
53182,174
53182,9995
370663,805
370663,85681
10489,6177
10489,965
567970,41640
567970,64416
302946,5357
302946,8600
302946,41624
302946,174
744676,140414
339984,5
339984,10156
339984,16314
339984,61377
339984,34
493065,106822
493065,2373
13821,418
13821,1243
13821,2816
13821,2817
13821,2818
13821,2819
396806,23437
396806,6715
396806,61011
396806,24049
396806,109929
68735,923
68735,33
68735,507
68735,16028
68735,81620
287590,5542
287590,77884
317952,14078
317952,52707
61927,44484
467615,92782
467615,92783
467615,20068
593035,87009
593035,3546
593035,117386
487672,9993
487672,174
487672,429
16910,1778
16910,2883
16910,2918
16910,3034
16910,3234
16910,528
25642,7899
25642,43613
425505,2575
425505,35846
425505,1632
298250,2061
298250,5855
298250,6680
298250,1632
400928,89578
400928,8569
400928,7493
400928,43
483906,552
483906,47
256274,66930
256274,923
256274,33
472516,110963
11674,2173
11674,2
315465,78957
315465,14789
315465,1778
315465,11720
315465,11722
315465,2073
315465,11723
315465,6755
315465,78956
315465,11724
315465,15662
315465,882
315465,52024
315465,11727
79082,5542
278924,342
278924,80114
278924,1020
278924,12252
522162,110799
522162,347
522162,105986
522162,106606
522162,128493
522162,114885
522162,1557
522924,333
522924,25
522924,121671
522924,711
522924,1708
522924,33
568091,112258
568091,112259
568091,24902
568091,23596
300671,4
300671,787
300671,6734
300671,19108
300671,19477
668343,90027
1771,420
497370,3491
497370,108532
489999,11341
489999,1038
489999,3287
486131,1302
486131,114690
486131,12
486131,114691
486131,174
9702,915
10607,5441
10607,14
10607,3492
10020,6125
10020,2
10020,10282
249070,86352
249070,11746
249070,11747
249070,34396
249070,22213
249070,8569
249070,290
249070,7485
249070,45198
249070,25
249070,451
172385,9383
172385,11749
172385,25
106,342
106,1885
106,25
106,840
106,5263
106,5264
56292,4
56292,11461
56292,21777
56292,76043
56292,76067
56292,82819
531306,4022
41439,1632
41439,2061
41439,6680
409502,85627
409502,85628
39100,5822
39100,5542
737853,115719
737853,139327
523849,1311
523849,6677
49521,923
49521,9993
49521,9996
49521,174
49521,9995
49521,429
49521,9994
49521,17
62,385
62,21
440,444
440,1302
440,19747
440,25
454619,8573
454619,105116
454619,21
223702,5
223702,13184
223702,16615
223702,46875
223702,34
405774,13778
405774,25998
268,9993
268,429
268,127499
268,4357
268,174
637663,2785
637663,14772
637663,9993
5255,1867
5255,4171
5255,11395
5255,97
5255,2265
109520,12357
109520,12358
274857,79
274857,433
274857,23202
274857,25577
274857,174
6171,13040
6171,79
6171,97
6171,172
6171,24939
11284,12
455839,108812
455839,108813
393345,17009
46195,9383
46195,11749
46195,25
630220,779
630220,115535
332210,41624
332210,25120
332210,174
401981,99426
401981,7076
401981,8083
401981,25
567609,34982
567609,19367
567609,43
43074,84042
43074,5
43074,79
43074,34034
43074,61791
43074,84041
43074,2364
87827,711
87827,444
87827,290
87827,13480
87827,10893
24831,1950
24831,92376
597219,1785
579792,84651
10528,79
10528,1885
10528,19855
10528,23202
10528,174
10528,2723
9335,6586
9335,6896
9335,972
9335,95342
9335,25
9335,104
9335,356
36557,7576
36557,11345
36557,5
36557,264
36557,10761
36557,41053
36557,26030
508138,51954
508138,114814
508138,119056
508138,75355
508138,124975
535167,14714
535167,99538
535167,65442
535167,115322
408,3166
569016,113586
569016,115543
569016,119446
68737,40890
68737,923
68737,3528
68737,13444
68737,20478
68737,40112
68737,90795
80321,521
80321,520
299687,34034
299687,5
299687,3281
299687,12139
265208,59490
265208,45980
265208,972
265208,1632
265208,24049
265208,49969
265208,59488
36669,7576
36669,21
36669,10761
575249,5542
101299,1632
101299,5420
218454,16600
587808,41813
587808,17009
587808,23
587808,22127
587808,19037
587808,26065
339988,4171
339988,53299
339988,1785
339988,47729
855,130
855,497
855,1645
400090,13240
400090,32301
400090,100610
400090,7493
400090,2854
400090,7584
400090,8632
400090,2806
400090,53152
419430,88934
419430,3172
419430,72725
690846,131844
138103,342
138103,925
138103,28384
138103,40822
138103,1632
138103,1020
98,33
98,1645
98,14440
98,21904
98,21905
98,21906
98,7
1124,9195
1124,9996
1124,174
397852,79047
397852,79048
397852,61135
397852,106124
44912,9993
44912,2609
44912,174
557635,86249
557635,86250
44896,4
44896,2348
44896,3281
44896,10262
197158,32624
10386,174
10386,2785
565,6363
565,49325
565,7
653569,14862
9502,521
100402,420
520720,73476
10895,3166
10895,6125
10895,2
552178,6735
552178,1422
9291,60378
9291,4
9291,746
9291,2608
9291,5
281957,77845
281957,508
281957,562
281957,8870
281957,10039
281957,10104
281957,13796
281957,52660
281957,41624
28260,4777
27576,11845
27576,5
27576,7295
27576,435
177677,4
177677,11413
177677,11461
177677,21777
177677,69484
177677,69485
177677,82819
400106,101831
400106,907
539651,3172
232672,20788
232672,2608
232672,4194
232672,174
520466,6834
520466,82659
534490,4322
534490,120509
534490,120510
77174,10146
77174,11537
586097,16370
463821,56
463821,34982
463821,7294
463821,33
8961,10288
8961,5
8961,34
84348,15156
84348,15157
84348,15158
44833,33
44833,2598
44833,13778
44833,20153
302699,33
302699,12
302699,13778
302699,41624
302699,10338
302699,106497
302699,37845
39105,5542
136835,49968
111,33
341013,10146
341013,3574
341013,23008
341013,24049
341013,87733
341013,92029
341013,2801
34544,10908
34544,444
34544,5585
34544,2528
34544,1645
34544,10893
34544,25
34544,290
59962,444
59962,907
59962,3929
11917,1632
11917,2061
408647,9993
408647,429
408647,2785
620725,5490
620725,105986
68718,308
68718,5
239571,7295
85,4
85,1
441316,86466
511679,102093
2668,4
2668,551
2668,70
2668,8601
2668,23310
37707,9
37707,1786
37707,5106
37707,3319
37707,174
664850,12805
664850,14801
330459,1
125509,3635
125509,5755
125509,491
401513,89458
401513,3451
295830,955
295830,882
295830,59118
295830,59119
15403,7899
509635,111865
509635,111866
